path,true,pred
C:/MedicinalPlantApp\data\val\Peepal\__17_1364288.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__17_4726070.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__17_5440755.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__17_8582164.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__18_1330977.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__18_3336597.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__18_5169743.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__18_8669625.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__19_2979129.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__19_6309820.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__19_7012551.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__19_8518041.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__1_1842817.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__1_8898867.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__21_2545079.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__23_7628428.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__23_8483022.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__24_7853456.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__25_7370006.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__28_1131420.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__28_2855943.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__28_8986801.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__29_400874.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__2_1577450.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__31_1242069.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__31_3308260.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__31_3838386.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__32_448606.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__34_4528317.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__34_9455569.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__35_8878343.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__36_6084774.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__36_6101779.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__36_8939346.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__37_2468683.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__38_2022429.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__38_5432526.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__39_324668.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__3_2747067.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__41_9825006.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__42_2736686.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__43_3512859.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__43_8902463.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__44_6383449.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__44_6931564.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__45_1331305.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__45_6270430.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__47_1668039.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__47_9415697.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__48_3318984.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__48_7628140.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__49_4658588.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__49_8774425.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__4_1118875.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__4_1450832.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__4_9098164.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__50_8759905.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__50_9841334.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__51_5092840.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__51_6570240.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__52_1657798.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__52_9523862.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__53_5041171.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__54_6759444.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__54_9234451.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__55_5874429.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__55_9974431.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__56_1920522.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__58_276425.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__58_5434235.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__58_8827597.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__59_8772479.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__5_9427268.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__60_2876013.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__60_9666109.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__61_6227135.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__61_9809565.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__6_1578480.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__6_2283849.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__7_6861056.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__8_5370979.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__9_372204.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__9_5412191.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Peepal\__9_8215718.png,Peepal,Pomegranate
C:/MedicinalPlantApp\data\val\Pomegranate\__10_1429614.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__10_2596452.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__10_4818748.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__12_2679744.png,Pomegranate,Mexican_Mint
C:/MedicinalPlantApp\data\val\Pomegranate\__13_6062363.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__14_3953416.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__15_4573420.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__15_8909024.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__16_223495.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__16_4041407.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__17_1159196.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__18_3749612.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__18_9540705.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__19_746857.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__1_1534606.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__1_6021948.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__20_2864488.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__20_3400761.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__20_7829077.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__20_9457984.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__21_4594964.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__22_8408541.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__24_3107983.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__25_1314315.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__26_7958697.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__27_8758322.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__28_1060199.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__28_660034.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__29_1170328.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__29_1448557.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__29_4262182.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__29_5167462.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__29_9124302.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__2_9555765.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__30_574284.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__31_7874419.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__33_1704837.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__34_712471.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__34_8420219.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__35_7127599.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__35_7445588.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__36_4971879.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__37_1722147.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__38_3009537.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__38_6546062.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__39_4799733.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__3_2633336.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__3_3489692.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__3_6995665.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__41_5448944.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__42_3684599.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__42_9482297.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__43_3352001.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__43_5650496.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__43_7403534.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__45_6166639.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__46_4785027.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__47_7649278.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__48_3836726.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__51_1539308.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__51_3083642.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__52_8969347.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__53_3466905.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__53_538098.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__53_5472431.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__55_2683130.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__55_6295605.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__57_3975669.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__57_6519454.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__5_6342226.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__5_7209390.png,Pomegranate,Mexican_Mint
C:/MedicinalPlantApp\data\val\Pomegranate\__5_7631347.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__60_5826440.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__61_4627352.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__61_5886106.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__61_9581711.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__63_5966458.png,Pomegranate,Curry
C:/MedicinalPlantApp\data\val\Pomegranate\__63_9663693.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__64_3548703.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__65_1908009.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__65_5215574.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__66_6043278.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__67_1118943.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__69_8110360.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__69_9069069.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__6_3169019.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__70_4896549.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__71_2081919.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__72_7685315.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__72_8771189.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__73_2463675.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__73_2860699.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__73_5295949.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__76_6617810.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__77_2571196.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__77_6418006.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__78_4508298.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__7_9689575.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__8_1138754.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Pomegranate\__9_6332696.png,Pomegranate,Rasna
C:/MedicinalPlantApp\data\val\Rasna\__0_7803059.png,Rasna,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rasna\__10_1855593.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__11_4102569.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__12_1512846.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__13_3306523.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__13_4590914.png,Rasna,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rasna\__13_7382408.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__13_9818359.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__14_1408639.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__14_7948284.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__15_2070572.png,Rasna,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rasna\__15_434691.png,Rasna,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rasna\__16_9376581.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__17_6139747.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__17_6705897.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__18_8411603.png,Rasna,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rasna\__19_428095.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__19_8775896.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__1_9990246.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__20_1386017.png,Rasna,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rasna\__20_1932963.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__20_814374.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__21_1929383.png,Rasna,Parijata
C:/MedicinalPlantApp\data\val\Rasna\__21_7882349.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__21_9195895.png,Rasna,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rasna\__22_4902683.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__22_9721661.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__23_1371817.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__23_2137006.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__23_63528.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__23_7188032.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__24_3783513.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__24_8736458.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__24_9659615.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__25_3827955.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__26_1013920.png,Rasna,Mexican_Mint
C:/MedicinalPlantApp\data\val\Rasna\__26_1991920.png,Rasna,Mexican_Mint
C:/MedicinalPlantApp\data\val\Rasna\__27_4988711.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__29_2307356.png,Rasna,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rasna\__29_4568661.png,Rasna,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rasna\__2_3154464.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__30_1345001.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__30_6600067.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__31_2006830.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__32_4967349.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__33_2991755.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__34_6793166.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__35_6948925.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__36_2960855.png,Rasna,Parijata
C:/MedicinalPlantApp\data\val\Rasna\__36_3220346.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__36_8632432.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__36_971161.png,Rasna,Parijata
C:/MedicinalPlantApp\data\val\Rasna\__37_1613063.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__37_4681353.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__37_6343759.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__38_3122414.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__38_3671902.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__38_5979612.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__39_2341999.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__39_6523998.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__39_8265876.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__3_3227731.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__3_628905.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__3_6510348.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__3_8630207.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__40_1084141.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__41_4483687.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__41_4820227.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__41_9839460.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__42_2172392.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__42_995736.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__43_471504.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__43_8391778.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__44_4312920.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__44_6196313.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__44_6787589.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__44_9706907.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__45_6014757.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__47_1551516.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__47_7865794.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__48_2978419.png,Rasna,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rasna\__48_4397599.png,Rasna,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rasna\__48_8961098.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__48_9431035.png,Rasna,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rasna\__48_9534334.png,Rasna,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rasna\__49_5202903.png,Rasna,Mexican_Mint
C:/MedicinalPlantApp\data\val\Rasna\__49_6130429.png,Rasna,Mexican_Mint
C:/MedicinalPlantApp\data\val\Rasna\__4_457379.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__4_9637039.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__5_1248708.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__5_1708945.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__5_7112485.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__6_3376540.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__6_5718127.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__6_7905450.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__6_8197878.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__7_6749244.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__7_7943911.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__8_8732807.png,Rasna,Rose_apple
C:/MedicinalPlantApp\data\val\Rasna\__9_9131710.png,Rasna,Parijata
C:/MedicinalPlantApp\data\val\Rose_apple\__10_539859.png,Rose_apple,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rose_apple\__11_4004748.png,Rose_apple,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rose_apple\__11_6214369.png,Rose_apple,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rose_apple\__11_6749646.png,Rose_apple,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rose_apple\__12_1661846.png,Rose_apple,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rose_apple\__12_5050188.png,Rose_apple,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rose_apple\__12_6499797.png,Rose_apple,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rose_apple\__13_1938546.png,Rose_apple,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rose_apple\__13_2261021.png,Rose_apple,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rose_apple\__14_1256371.png,Rose_apple,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rose_apple\__14_8293218.png,Rose_apple,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rose_apple\__14_850772.png,Rose_apple,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rose_apple\__15_23333.png,Rose_apple,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rose_apple\__15_5245082.png,Rose_apple,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rose_apple\__15_8898517.png,Rose_apple,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rose_apple\__16_9671265.png,Rose_apple,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rose_apple\__17_9260138.png,Rose_apple,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rose_apple\__19_5569261.png,Rose_apple,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rose_apple\__19_5961348.png,Rose_apple,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rose_apple\__1_3803011.png,Rose_apple,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rose_apple\__1_5694223.png,Rose_apple,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rose_apple\__1_6881961.png,Rose_apple,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rose_apple\__20_2234262.png,Rose_apple,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rose_apple\__22_454582.png,Rose_apple,Roxburgh_fig
C:/MedicinalPlantApp\data\val\Rose_apple\__23_4430175.png,Rose_apple,Roxburgh_fig
